arm,group,metric,condition,hypothesis_type,is_derived_condition,bound,bh_family,n_pairs,n_clusters,n_instances_missing,n_excluded_non_terminating,n_looped_on_correct_answer,low_power,near_ceiling,headroom,task_delta_min,task_delta_max,delta,ci_low,ci_high,p_value,bh_significant,mde_delta,mde_realized_diff,mde_delta_negative,mde_realized_diff_negative,mde_power_target,bh_significant_global,task,mae_delta
main_sweep,qwen3-14b,exact,degree,,False,excluded,main_sweep/qwen3-14b/excluded,180,180,0.0,0,0.0,False,False,0.09999999999999998,0.0,0.3,0.05555555555555555,0.016666666666666666,0.09444444444444444,0.015298470152984701,False,0.44722222222222224,0.04766666666666667,-0.04861111111111111,-0.044444444444444446,0.8,False,,
main_sweep,qwen3-14b,exact,filler,,False,excluded,main_sweep/qwen3-14b/excluded,179,179,1.0,1,0.0,False,False,0.09999999999999998,-0.034482758620689655,0.03333333333333333,-0.0111731843575419,-0.03910614525139665,0.01675977653631285,0.6712328767123288,False,0.44692737430167595,0.04949720670391061,-0.04888268156424581,-0.043687150837988825,0.8,False,,
main_sweep,qwen3-14b,exact,rwse,,False,excluded,main_sweep/qwen3-14b/excluded,180,180,0.0,0,0.0,False,False,0.09999999999999998,-0.06666666666666667,0.03333333333333333,0.0,-0.027777777777777776,0.027777777777777776,1.0,False,0.4305555555555555,0.04566666666666667,-0.048611111111111105,-0.043333333333333335,0.8,False,,
main_sweep,qwen3-14b,exact,all,,True,excluded,main_sweep/qwen3-14b/excluded/derived,180,180,0.0,0,0.0,False,False,0.09999999999999998,-0.03333333333333333,0.06666666666666667,0.011111111111111112,-0.016666666666666666,0.03888888888888889,0.6984301569843016,False,0.4444444444444444,0.042444444444444444,-0.048611111111111105,-0.04544444444444445,0.8,,,
main_sweep,qwen3-14b,exact,clustering,,False,best_case,main_sweep/qwen3-14b/best_case,180,180,0.0,0,,,,,-0.03333333333333333,0.03333333333333333,0.005555555555555556,-0.027777777777777776,0.03888888888888889,1.0,False,,,,,,,,
main_sweep,qwen3-14b,exact,components,,False,best_case,main_sweep/qwen3-14b/best_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,-0.005555555555555556,-0.027777777777777776,0.016666666666666666,1.0,False,,,,,,,,
main_sweep,qwen3-14b,exact,degree,,False,best_case,main_sweep/qwen3-14b/best_case,180,180,0.0,0,,,,,0.0,0.3,0.05555555555555555,0.016666666666666666,0.09444444444444444,0.011198880111988802,False,,,,,,,,
main_sweep,qwen3-14b,exact,filler,,False,best_case,main_sweep/qwen3-14b/best_case,180,180,0.0,0,,,,,-0.03333333333333333,0.03333333333333333,-0.011111111111111112,-0.03888888888888889,0.016666666666666666,0.6958304169583042,False,,,,,,,,
main_sweep,qwen3-14b,exact,rwse,,False,best_case,main_sweep/qwen3-14b/best_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,0.0,-0.03333333333333333,0.027777777777777776,1.0,False,,,,,,,,
main_sweep,qwen3-14b,exact,all,,True,best_case,main_sweep/qwen3-14b/best_case/derived,180,180,0.0,0,,,,,-0.03333333333333333,0.06666666666666667,0.011111111111111112,-0.016666666666666666,0.03888888888888889,0.6865313468653135,False,,,,,,,,
main_sweep,qwen3-14b,exact,clustering,,False,worst_case,main_sweep/qwen3-14b/worst_case,180,180,0.0,0,,,,,-0.03333333333333333,0.03333333333333333,0.005555555555555556,-0.027777777777777776,0.03888888888888889,1.0,False,,,,,,,,
main_sweep,qwen3-14b,exact,components,,False,worst_case,main_sweep/qwen3-14b/worst_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,-0.005555555555555556,-0.027777777777777776,0.016666666666666666,1.0,False,,,,,,,,
main_sweep,qwen3-14b,exact,degree,,False,worst_case,main_sweep/qwen3-14b/worst_case,180,180,0.0,0,,,,,0.0,0.3,0.05555555555555555,0.016666666666666666,0.09444444444444444,0.013598640135986401,False,,,,,,,,
main_sweep,qwen3-14b,exact,filler,,False,worst_case,main_sweep/qwen3-14b/worst_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,-0.016666666666666666,-0.044444444444444446,0.011111111111111112,0.45895410458954106,False,,,,,,,,
main_sweep,qwen3-14b,exact,rwse,,False,worst_case,main_sweep/qwen3-14b/worst_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,0.0,-0.03333333333333333,0.03333333333333333,1.0,False,,,,,,,,
main_sweep,qwen3-14b,exact,all,,True,worst_case,main_sweep/qwen3-14b/worst_case/derived,180,180,0.0,0,,,,,-0.03333333333333333,0.06666666666666667,0.011111111111111112,-0.016666666666666666,0.03888888888888889,0.6872312768723128,False,,,,,,,,
main_sweep,qwen3-8b,exact,clustering,,False,excluded,main_sweep/qwen3-8b/excluded,178,178,2.0,2,0.0,False,False,0.1235955056179775,-0.03333333333333333,0.07142857142857142,0.02247191011235955,-0.011235955056179775,0.056179775280898875,0.3414658534146585,False,0.33707865168539325,0.042471910112359554,-0.04845505617977528,-0.04292134831460674,0.8,False,,
main_sweep,qwen3-8b,exact,components,,False,excluded,main_sweep/qwen3-8b/excluded,177,177,3.0,4,0.0,False,False,0.1235955056179775,0.0,0.10714285714285714,0.01694915254237288,-0.01694915254237288,0.05649717514124294,0.5511448855114488,False,0.3305084745762712,0.04361581920903955,-0.05049435028248588,-0.0464406779661017,0.8,False,,
main_sweep,qwen3-8b,exact,degree,,False,excluded,main_sweep/qwen3-8b/excluded,177,177,3.0,3,0.0,False,False,0.1235955056179775,0.0,0.35714285714285715,0.07909604519774012,0.03954802259887006,0.12429378531073447,0.0004999500049995,True,,,,,,True,,
main_sweep,qwen3-8b,exact,filler,,False,excluded,main_sweep/qwen3-8b/excluded,178,178,2.0,2,0.0,False,False,0.1235955056179775,-0.06666666666666667,0.03333333333333333,-0.011235955056179775,-0.05056179775280899,0.028089887640449437,0.7776222377762224,False,0.3146067415730337,0.04202247191011236,-0.05161516853932584,-0.04808988764044944,0.8,False,,
main_sweep,qwen3-8b,exact,rwse,,False,excluded,main_sweep/qwen3-8b/excluded,178,178,2.0,2,0.0,False,False,0.1235955056179775,-0.03333333333333333,0.07142857142857142,0.011235955056179775,-0.02247191011235955,0.05056179775280899,0.7746225377462254,False,0.3834269662921348,0.04449438202247191,-0.04792837078651685,-0.041235955056179774,0.8,False,,
main_sweep,qwen3-8b,exact,all,,True,excluded,main_sweep/qwen3-8b/excluded/derived,178,178,2.0,2,0.0,False,False,0.1235955056179775,-0.03333333333333333,0.07142857142857142,0.016853932584269662,-0.02247191011235955,0.056179775280898875,0.5829417058294171,False,0.3735955056179775,0.04460674157303371,-0.04669943820224719,-0.04269662921348315,0.8,,,
main_sweep,qwen3-8b,exact,clustering,,False,best_case,main_sweep/qwen3-8b/best_case,180,180,0.0,0,,,,,-0.03333333333333333,0.06666666666666667,0.016666666666666666,-0.016666666666666666,0.05555555555555555,0.5465453454654534,False,,,,,,,,
main_sweep,qwen3-8b,exact,components,,False,best_case,main_sweep/qwen3-8b/best_case,180,180,0.0,0,,,,,0.0,0.06666666666666667,0.011111111111111112,-0.027777777777777776,0.05,0.7769223077692231,False,,,,,,,,
main_sweep,qwen3-8b,exact,degree,,False,best_case,main_sweep/qwen3-8b/best_case,180,180,0.0,0,,,,,0.0,0.3,0.07222222222222222,0.03333333333333333,0.11666666666666667,0.0027997200279972004,True,,,,,,,,
main_sweep,qwen3-8b,exact,filler,,False,best_case,main_sweep/qwen3-8b/best_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,-0.016666666666666666,-0.05555555555555555,0.022222222222222223,0.5875412458754125,False,,,,,,,,
main_sweep,qwen3-8b,exact,rwse,,False,best_case,main_sweep/qwen3-8b/best_case,180,180,0.0,0,,,,,-0.03333333333333333,0.03333333333333333,0.0,-0.03888888888888889,0.03888888888888889,1.0,False,,,,,,,,
main_sweep,qwen3-8b,exact,all,,True,best_case,main_sweep/qwen3-8b/best_case/derived,180,180,0.0,0,,,,,-0.03333333333333333,0.06666666666666667,0.016666666666666666,-0.022222222222222223,0.05555555555555555,0.5793420657934206,False,,,,,,,,
main_sweep,qwen3-8b,exact,clustering,,False,worst_case,main_sweep/qwen3-8b/worst_case,180,180,0.0,0,,,,,-0.03333333333333333,0.1,0.027777777777777776,-0.005555555555555556,0.06666666666666667,0.22367763223677634,False,,,,,,,,
main_sweep,qwen3-8b,exact,components,,False,worst_case,main_sweep/qwen3-8b/worst_case,180,180,0.0,0,,,,,-0.03333333333333333,0.1,0.011111111111111112,-0.022222222222222223,0.05,0.7718228177182281,False,,,,,,,,
main_sweep,qwen3-8b,exact,degree,,False,worst_case,main_sweep/qwen3-8b/worst_case,180,180,0.0,0,,,,,0.0,0.36666666666666664,0.07777777777777778,0.03333333333333333,0.12222222222222222,0.0007999200079992001,True,,,,,,,,
main_sweep,qwen3-8b,exact,filler,,False,worst_case,main_sweep/qwen3-8b/worst_case,180,180,0.0,0,,,,,-0.06666666666666667,0.03333333333333333,-0.005555555555555556,-0.044444444444444446,0.03333333333333333,1.0,False,,,,,,,,
main_sweep,qwen3-8b,exact,rwse,,False,worst_case,main_sweep/qwen3-8b/worst_case,180,180,0.0,0,,,,,-0.03333333333333333,0.06666666666666667,0.011111111111111112,-0.027777777777777776,0.05,0.7655234476552345,False,,,,,,,,
main_sweep,qwen3-8b,exact,all,,True,worst_case,main_sweep/qwen3-8b/worst_case/derived,180,180,0.0,0,,,,,-0.03333333333333333,0.13333333333333333,0.027777777777777776,-0.011111111111111112,0.07222222222222222,0.30086991300869914,False,,,,,,,,
main_sweep,pooled across all models,exact,clustering,,False,excluded,main_sweep/pooled across all models/excluded,705,705,15.0,20,0.0,False,False,0.0691114245416079,-0.008333333333333333,0.06666666666666667,0.01276595744680851,-0.0014184397163120568,0.028368794326241134,0.1384861513848615,False,0.16250000000000003,0.011829787234042554,-0.0125,-0.01075177304964539,0.8,,,
main_sweep,pooled across all models,exact,components,,False,excluded,main_sweep/pooled across all models/excluded,705,705,15.0,22,0.0,False,False,0.0691114245416079,-0.03333333333333333,0.018867924528301886,0.0,-0.014184397163120567,0.014184397163120567,1.0,False,0.15000000000000002,0.010921985815602837,-0.0125,-0.01126241134751773,0.8,,,
main_sweep,pooled across all models,exact,degree,,False,excluded,main_sweep/pooled across all models/excluded,701,701,19.0,21,1.0,False,False,0.0691114245416079,-0.008403361344537815,0.22115384615384615,0.04136947218259629,0.024251069900142655,0.05991440798858773,9.999000099990002e-05,True,,,,,,,,
main_sweep,pooled across all models,exact,filler,,False,excluded,main_sweep/pooled across all models/excluded,705,705,15.0,21,0.0,False,False,0.0691114245416079,-0.03333333333333333,0.016666666666666666,-0.00425531914893617,-0.018439716312056736,0.009929078014184398,0.7176282371762823,False,0.16250000000000003,0.011404255319148937,-0.0125,-0.010865248226950355,0.8,,,
main_sweep,pooled across all models,exact,rwse,,False,excluded,main_sweep/pooled across all models/excluded,700,700,20.0,24,0.0,False,False,0.0691114245416079,-0.01694915254237288,0.0392156862745098,0.005714285714285714,-0.008571428571428572,0.02,0.5356464353564644,False,0.16250000000000003,0.011771428571428572,-0.0125,-0.012714285714285714,0.8,,,
main_sweep,pooled across all models,exact,all,,True,excluded,main_sweep/pooled across all models/excluded/derived,708,708,12.0,14,0.0,False,False,0.0691114245416079,0.0,0.07407407407407407,0.01694915254237288,0.002824858757062147,0.031073446327683617,0.033096690330966905,True,,,,,,,,
main_sweep,pooled across all models,exact,clustering,,False,best_case,main_sweep/pooled across all models/best_case,720,720,0.0,0,,,,,-0.008333333333333333,0.041666666666666664,0.009722222222222222,-0.005555555555555556,0.025,0.2823717628237176,False,,,,,,,,
main_sweep,pooled across all models,exact,components,,False,best_case,main_sweep/pooled across all models/best_case,720,720,0.0,0,,,,,-0.03333333333333333,0.016666666666666666,-0.004166666666666667,-0.019444444444444445,0.011111111111111112,0.7193280671932807,False,,,,,,,,
main_sweep,pooled across all models,exact,degree,,False,best_case,main_sweep/pooled across all models/best_case,720,720,0.0,0,,,,,-0.008333333333333333,0.19166666666666668,0.04027777777777778,0.02361111111111111,0.058333333333333334,9.999000099990002e-05,True,,,,,,,,
main_sweep,pooled across all models,exact,filler,,False,best_case,main_sweep/pooled across all models/best_case,720,720,0.0,0,,,,,-0.03333333333333333,0.016666666666666666,-0.006944444444444444,-0.022222222222222223,0.008333333333333333,0.47505249475052497,False,,,,,,,,
main_sweep,pooled across all models,exact,rwse,,False,best_case,main_sweep/pooled across all models/best_case,720,720,0.0,0,,,,,-0.016666666666666666,0.016666666666666666,0.002777777777777778,-0.011111111111111112,0.016666666666666666,0.8517148285171483,False,,,,,,,,
main_sweep,pooled across all models,exact,all,,True,best_case,main_sweep/pooled across all models/best_case/derived,720,720,0.0,0,,,,,0.0,0.05,0.013888888888888888,-0.001388888888888889,0.029166666666666667,0.0993900609939006,False,,,,,,,,
main_sweep,pooled across all models,exact,clustering,,False,worst_case,main_sweep/pooled across all models/worst_case,720,720,0.0,0,,,,,-0.008333333333333333,0.058333333333333334,0.0125,-0.004166666666666667,0.029166666666666667,0.19068093190680932,False,,,,,,,,
main_sweep,pooled across all models,exact,components,,False,worst_case,main_sweep/pooled across all models/worst_case,720,720,0.0,0,,,,,-0.03333333333333333,0.008333333333333333,-0.004166666666666667,-0.019444444444444445,0.011111111111111112,0.736026397360264,False,,,,,,,,
main_sweep,pooled across all models,exact,degree,,False,worst_case,main_sweep/pooled across all models/worst_case,720,720,0.0,0,,,,,-0.016666666666666666,0.225,0.041666666666666664,0.022222222222222223,0.06111111111111111,9.999000099990002e-05,True,,,,,,,,
main_sweep,pooled across all models,exact,filler,,False,worst_case,main_sweep/pooled across all models/worst_case,720,720,0.0,0,,,,,-0.03333333333333333,0.016666666666666666,-0.005555555555555556,-0.022222222222222223,0.011111111111111112,0.6235376462353764,False,,,,,,,,
main_sweep,pooled across all models,exact,rwse,,False,worst_case,main_sweep/pooled across all models/worst_case,720,720,0.0,0,,,,,-0.03333333333333333,0.016666666666666666,0.0,-0.016666666666666666,0.016666666666666666,1.0,False,,,,,,,,
main_sweep,pooled across all models,exact,all,,True,worst_case,main_sweep/pooled across all models/worst_case/derived,720,720,0.0,0,,,,,0.0,0.11666666666666667,0.025,0.009722222222222222,0.041666666666666664,0.004199580041995801,True,,,,,,,,
thinking_arm,gemma4-12b,non_terminating,clustering,,False,not_applicable,thinking_arm/gemma4-12b/not_applicable,180,180,0.0,94,,,False,0.25,-0.06666666666666667,0.2,0.022222222222222223,-0.03888888888888889,0.08333333333333333,0.5974402559744025,False,0.05347222222222222,0.042888888888888886,-0.18333333333333332,-0.04777777777777778,0.8,False,,
thinking_arm,gemma4-12b,non_terminating,components,,False,not_applicable,thinking_arm/gemma4-12b/not_applicable,180,180,0.0,90,,,False,0.25,-0.06666666666666667,0.1,0.0,-0.05555555555555555,0.05555555555555555,1.0,False,0.05555555555555555,0.041666666666666664,-0.1527777777777778,-0.039,0.8,False,,
thinking_arm,gemma4-12b,non_terminating,degree,,False,not_applicable,thinking_arm/gemma4-12b/not_applicable,180,180,0.0,86,,,False,0.25,-0.13333333333333333,0.03333333333333333,-0.022222222222222223,-0.07777777777777778,0.03333333333333333,0.539046095390461,False,0.05555555555555555,0.042222222222222223,-0.1527777777777778,-0.04011111111111111,0.8,False,,
thinking_arm,gemma4-12b,non_terminating,filler,,False,not_applicable,thinking_arm/gemma4-12b/not_applicable,180,180,0.0,83,,,False,0.25,-0.1,0.0,-0.03888888888888889,-0.09444444444444444,0.016666666666666666,0.22697730226977303,False,0.0625,0.044444444444444446,-0.1736111111111111,-0.04677777777777778,0.8,False,,
thinking_arm,gemma4-12b,non_terminating,rwse,,False,not_applicable,thinking_arm/gemma4-12b/not_applicable,180,180,0.0,97,,,False,0.25,-0.03333333333333333,0.13333333333333333,0.03888888888888889,-0.022222222222222223,0.09444444444444444,0.27007299270072993,False,0.0546875,0.04588888888888889,-0.175,-0.043333333333333335,0.8,False,,
thinking_arm,gemma4-12b,non_terminating,all,,True,not_applicable,thinking_arm/gemma4-12b/not_applicable/derived,180,180,0.0,77,,,False,0.25,-0.23333333333333334,0.06666666666666667,-0.07222222222222222,-0.12777777777777777,-0.016666666666666666,0.0211978802119788,True,,,,,,,,
thinking_arm,gemma4-e4b,non_terminating,clustering,,False,not_applicable,thinking_arm/gemma4-e4b/not_applicable,180,180,0.0,1,,,True,0.0,0.0,0.03333333333333333,0.005555555555555556,0.0,0.016666666666666666,1.0,False,0.045312500000000006,0.04544444444444445,,0.0,0.8,False,,
thinking_arm,gemma4-e4b,non_terminating,components,,False,not_applicable,thinking_arm/gemma4-e4b/not_applicable,180,180,0.0,0,,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.045312500000000006,0.04666666666666667,,0.0,0.8,False,,
thinking_arm,gemma4-e4b,non_terminating,degree,,False,not_applicable,thinking_arm/gemma4-e4b/not_applicable,180,180,0.0,0,,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.043750000000000004,0.04822222222222222,,0.0,0.8,False,,
thinking_arm,gemma4-e4b,non_terminating,filler,,False,not_applicable,thinking_arm/gemma4-e4b/not_applicable,180,180,0.0,1,,,True,0.0,0.0,0.03333333333333333,0.005555555555555556,0.0,0.016666666666666666,1.0,False,0.045312500000000006,0.04833333333333333,,0.0,0.8,False,,
